"pred","predicted","customer_id","est_income","hold_bal","pref_cust_prob","imp_cscore","RiskScore","card_offer","demographic_slice_AX03efs","demographic_slice_CARDIF2","country_reg_W","ad_exp_N"
"No",0,675409,51069.5725966016,15.0161926222414,0.201219096444743,502,615.857730414225,"0",1,0,0,1
"No",0,567754,21617.3729986711,16.9091754720335,0.369526558946424,624,542.779833764288,"0",1,0,0,0
"No",0,338909,41138.4430330881,3,0.381871655767566,631,807.973704471499,"0",1,0,1,1
"No",0,907377,24208.4090780589,25.0685816100247,0.203165190620354,600,885.416485253008,"0",1,0,0,0
"No",0,774029,10800.4766850249,12.0365913789622,0.183905036864078,581,572.145758408541,"0",1,0,0,1
"No",0,250674,51153.7607331527,18.3942937762591,0.693393791906338,525,642.02333616341,"1",1,0,0,1
"No",0,447148,22009.5220144333,25.6205778763403,0.0666532785529618,598,635.180938222826,"0",1,0,0,1
"No",0,867284,103454.559578145,12.450668405016,0.284214888677009,521,715.144804951824,"0",1,0,0,1
"No",0,678464,17182.5294526952,3,0.664289926145381,615,726.031397424085,"0",1,0,1,1
"No",0,949288,3849.02128468608,7,0.531074878872376,597,623.351867644993,"0",1,0,1,0
"No",0,957399,55067.5130766963,1,0.178964108899838,677,642.114729163508,"0",1,0,1,1
"No",0,260476,59653.9385562166,6.97163863396584,0.223107641539193,526,797.087332780105,"0",1,0,0,0
"No",0,50486,58943.5559152092,19.5580279835115,0.10043736076555,636,639.744292423914,"0",1,0,0,1
"No",0,124304,36004.5478019388,24.7320806889622,0.196308968019743,596,633.460326240093,"0",1,0,0,1
"Yes",1,334731,71937.7017261599,1,0.876319957695573,679,754.963162295481,"1",1,0,1,1
"No",0,630716,74164.0352295039,3,0.362495330238407,583,569.659687464359,"0",1,0,1,1
"No",0,344185,23849.3173395296,3,0.522022827543747,502,551.616318197651,"0",1,0,1,0
"No",0,992726,27243.7752697894,11,0.416988109824487,632,640.0391576415,"0",1,0,1,1
"No",0,192162,40305.9510889856,3,0.166427587480531,662,652.083388979364,"0",1,0,1,1
"No",0,564287,66506.4118565498,3,0.263832763585554,663,633.200580106982,"0",1,0,1,0
"No",0,223015,12442.3890205344,11.572136286122,0.499455806581459,625,661.171044196672,"0",1,0,0,0
"No",0,883176,61683.1786522106,12,0.498678718283273,508,696.930827313911,"0",1,0,1,0
"No",0,202012,21847.7808664198,4,0.461309087045079,520,475.295052958264,"0",1,0,1,0
"No",0,331083,52777.8951921842,20.5746459013365,0.412029272566395,679,684.804730524745,"0",1,0,0,0
"No",0,495251,67450.2646527402,25.1097395171444,0.0839023786387809,637,593.468312121655,"0",1,0,0,0
"Yes",1,155503,79328.9504714963,10.6715903750795,0.910986053178558,504,620.14821497217,"1",1,0,0,1
"Yes",1,338724,92251.8531044735,16.5569310043427,0.71754781749654,547,748.677532068654,"1",1,0,0,0
"No",0,825935,35121.6396474526,8,0.187002078412397,560,526.528348731333,"0",1,0,1,0
"Yes",1,966652,121631.361291009,11.6497644774455,0.695838718439009,697,814.661176802055,"1",1,0,0,0
"No",0,641445,26067.1542889617,19.1469075238451,0.512378708559537,574,633.741271394323,"0",1,0,0,1
"No",0,750216,4240.72756107831,27.5873090584543,0.277355309687558,596,642.811864058292,"0",1,0,0,1
"No",0,570819,78126.3534221468,15.402248936592,0.171240554553393,530,554.640349102256,"0",1,0,0,1
"No",0,423255,53528.2595437529,27.0554441285491,0.320427951481295,571,779.127791770747,"0",1,0,0,1
"No",0,23810,34744.861243886,9.38879831588464,0.157833596733624,535,590.392310275941,"0",1,0,0,1
"No",0,330927,51249.4703403168,2,0.0696710773809031,664,691.719655897864,"0",1,0,1,1
"No",0,270719,49508.448642968,10,0.102216763523813,679,638.078419177764,"0",1,0,1,1
"No",0,268675,69123.6212873494,7,0.0827360747779399,586,703.398176096893,"0",1,0,1,1
"No",0,719867,8840.35496437818,20.9729610180884,0.257859914037563,565,640.156640649258,"0",1,0,0,1
"No",0,139215,60272.1945237841,1,0.562934761519217,523,654.791486858375,"0",1,0,1,1
"No",0,544760,19947.9080260519,4,0.135892699679254,666,645.932852440111,"0",1,0,1,0
"No",0,997938,33406.4018502901,9,0.675031513975303,698,540.717194699044,"0",1,0,1,0
"No",0,624446,18036.0223514269,21.7505427700355,0.246635657188376,686,543.785542466566,"0",1,0,0,1
"No",0,521362,56417.5271670139,2,0.0765368485454404,603,578.125725999327,"0",1,0,1,0
"No",0,863480,44927.2879621401,6,0.40750656277803,658,672.734302771967,"0",1,0,1,0
"No",0,46209,71656.1868037819,9,0.611949154666811,664,586.025260942372,"0",1,0,1,1
"No",0,706656,81876.3029850289,18,0.399138589633125,594,764.345774944879,"0",1,0,1,0
"No",0,394807,19295.7065804382,20.9402720430787,0.121714029657769,552,484.060434801846,"0",1,0,0,0
"No",0,862589,41148.3792562527,7,0.508291846690285,568,797.369331066123,"0",1,0,1,0
"No",0,695666,57766.2922160611,16.5162023686874,0.0728171928784325,683,651.110801479918,"0",1,0,0,1
"No",0,569225,4620.63388424053,18.0349323298404,0.470572750667879,613,679.8689849458,"0",1,0,0,0
"No",0,176359,84707.5438187944,1,0.153161156522805,626,619.459050951265,"0",1,0,1,0
"No",0,44872,65345.5690483058,7,0.189512159307945,553,717.610534681244,"0",1,0,1,0
"No",0,880968,366.362363473221,5,0.214095867375528,698,680.563098535585,"0",1,0,1,1
"No",0,207315,44956.9320800612,8,0.449066675786687,667,523.939551222866,"0",1,0,1,0
"No",0,299399,74614.7505618115,1,0.104252097099084,571,656.845180218169,"0",1,0,1,1
"No",0,350312,14425.2087599018,4,0.154388263466586,532,841.752893915213,"0",1,0,1,1
"No",0,935726,63228.300759596,19.773180357849,0.20027303737197,512,673.013543472255,"0",1,0,0,0
"No",0,795698,11218.4017410592,10.6537026260222,0.165383305716574,658,870.171794797827,"0",1,0,0,0
"No",0,375322,4170.7980648892,21.196772889848,0.0925228993535332,542,751.063797463064,"0",1,0,0,1
"No",0,388940,33408.1689635049,8,0.472222406770139,687,645.463006063147,"0",1,0,1,1
"No",0,415146,72961.4879709222,6,0.576048897721042,533,517.752293647267,"0",1,0,1,0
"No",0,911002,45107.3394993263,15,0.300306242769123,592,877.595688343112,"0",1,0,1,0
"No",0,526560,2550.25504734456,15.3681988478069,0.0471280660633956,573,648.101386028006,"0",1,0,0,0
"No",0,767893,47087.0130579639,24.385414728876,0.195443729510563,561,575.025992917188,"0",1,0,0,1
"No",0,478060,7990.37989406298,28.164748296899,0.605644917984465,682,605.451919549039,"0",1,0,0,1
"No",0,967887,14910.307007138,6,0.59286239316106,648,669.368224605865,"0",1,0,1,1
"No",0,549500,13436.435460898,0,0.0743791648987045,615,524.98756890329,"0",1,0,1,1
"No",0,712123,6424.26907555546,9,0.83649499451741,673,755.765188645565,"0",1,0,1,1
"No",0,479450,37132.7592045503,14.7136839740759,0.0429798903403411,628,639.151940363502,"0",1,0,0,0
"No",0,110547,19849.2089983979,17.8184127736906,0.299327852758541,513,538.881429980143,"0",1,0,0,1
"No",0,299698,48796.2169529136,11.7924063812409,0.587593360717816,675,769.672684114057,"0",1,0,0,0
"No",0,214371,55832.100251688,3,0.523660211135107,621,661.962916210201,"0",1,0,1,1
"No",0,907344,75403.7876792467,21.6188012628633,0.224999045883752,636,771.47727039573,"0",1,0,0,1
"No",0,105766,8193.62879694405,28.1319665969496,0.188633416872853,581,757.683332997026,"0",1,0,0,1
"No",0,306753,41941.7499847768,4,0.229071587811964,597,630.111612992441,"0",1,0,1,1
"No",0,580594,43048.2358979166,6,0.145118177480589,504,658.994532570595,"0",1,0,1,1
"No",0,382769,38822.2329273178,5,0.509817396162181,547,715.350895809143,"0",1,0,1,0
"No",0,220247,45876.4788315548,17,0.14506330374029,654,743.482363751211,"0",1,0,1,0
"No",0,85245,21252.5981875237,19.7837508107628,0.238545935319168,625,683.226426018306,"0",1,0,0,1
"No",0,471482,55772.53911682,3,0.539985259848151,583,797.888700995479,"0",1,0,1,1
"No",0,118162,15638.8638849224,9,0.1928987533518,657,599.522534495315,"0",1,0,1,0
"No",0,352239,81401.2429438071,14.8368456413615,0.261483954703965,565,659.444391617565,"0",1,0,0,0
"No",0,426773,59420.6019859566,20.1144374178,0.192669517665413,550,641.704320462345,"0",1,0,0,1
"No",0,461658,29512.5110636231,1,0.38697815962757,585,688.184228570266,"0",1,0,1,0
"No",0,109365,48576.9240778841,6,0.398113913055448,605,612.919131766542,"0",1,0,1,0
"No",0,153421,84230.4191303655,9,0.257411197865539,514,632.417417828195,"0",1,0,1,1
"No",0,51822,68653.8082118175,23.140115069174,0.430185742209815,544,824.356677211811,"0",1,0,0,1
"No",0,610685,69294.0998697061,14.5020942503235,0.159467663464811,517,650.003611975054,"0",1,0,0,1
"No",0,4871,6546.21588038952,20.6697772317167,0.45516260276023,578,809.862593507084,"0",1,0,0,1
"No",0,707448,9732.74553734342,21.0586571638511,0.135551641452925,591,684.998395341207,"0",1,0,0,1
"No",0,727399,66859.5111909703,4,0.164159749389152,534,719.609835881804,"0",1,0,1,0
"No",0,51083,29291.7417657488,14.6123803572947,0.203869248650691,597,719.123883206439,"0",1,0,0,1
"No",0,150015,91225.2817890702,7,0.0682083874129553,576,648.557903731788,"0",1,0,1,1
"No",0,779646,82134.4353464057,7,0.122495011153124,521,592.946608981953,"0",1,0,1,0
"No",0,67284,30895.3314478427,19.2913186861386,0.0715420601843759,666,649.10743787603,"0",1,0,0,0
"No",0,452318,2688.93334189748,6,0.526982170297081,688,643.771311255522,"0",1,0,1,0
"No",0,204363,75562.9877186574,6,0.511561027585058,615,676.226983034477,"0",1,0,1,1
"No",0,353413,40407.8322650977,14,0.100494269466262,555,690.647280494629,"0",1,0,1,1
"No",0,64292,8596.51183145092,20.8556226454114,0.313199913652482,519,626.387741120745,"0",1,0,0,0
"No",0,800885,14940.0411479851,7,0.774190372728266,585,660.491182476387,"0",1,0,1,1
"No",0,489251,55885.625267988,17.2183778877676,0.521211904233253,537,751.149966741988,"0",1,0,0,1
"No",0,270673,23377.2634751758,23.4633655959261,0.71079723273114,540,681.274786429274,"0",1,0,0,1
"No",0,46824,52582.705287353,2,0.0896371788311632,597,678.883540737916,"0",1,0,1,0
"No",0,195110,16138.133496533,3,0.0335849457268374,564,540.919721385598,"0",1,0,1,1
"No",0,258854,39908.2738380744,9,0.733055822460697,654,624.7003019416,"0",1,0,1,0
"No",0,868393,20237.374589311,8,0.820461146029813,663,638.152230177167,"0",1,0,1,1
"No",0,722400,58390.0766294084,10.576058714134,0.146865552290395,679,559.498992073276,"0",1,0,0,1
"No",0,98052,44468.4014724708,10.0325772224418,0.0937165875793879,512,704.478870597424,"0",1,0,0,1
"No",0,610669,47911.5097996426,8,0.19017147975117,581,516.879156209847,"0",1,0,1,0
"No",0,754180,42661.0976274388,7,0.428977981877642,611,753.101811269004,"0",1,0,1,0
"No",0,415915,63938.0824346979,3,0.227468143061378,557,809.106663535972,"0",1,0,1,0
"No",0,826405,37635.274083258,22.0450753350577,0.0845094491247633,640,731.221002052445,"0",1,0,0,0
"No",0,891240,62350.1187675905,20.6132666288074,0.204296094117658,680,677.526761840027,"0",1,0,0,1
"No",0,554494,58931.5364405718,18.5588636269152,0.506729699767017,590,587.08711216827,"0",1,0,0,0
"No",0,614058,39857.6359040376,15.0696780382621,0.352150153589617,600,490.359931927327,"0",1,0,0,1
"No",0,899182,53639.7149865995,16.7717505126272,0.192221483655517,597,567.251031489022,"0",1,0,0,0
"No",0,925169,45895.6674823562,17.6086004979492,0.410624645380836,679,661.13501115199,"0",1,0,0,1
"No",0,862997,23765.2839667473,13,0.175188263452129,556,717.796291768561,"0",1,0,1,1
"No",0,744860,27395.7202289365,2,0.201401598965128,635,575.819988761035,"0",1,0,1,1
"No",0,471318,52899.1483800507,3,0.327927181034446,691,838.721632822224,"0",1,0,1,1
"No",0,877844,26937.7459115642,17.0576955370244,0.232100958456081,658,677.954540727859,"0",1,0,0,1
"No",0,5058,63143.7167150587,19.0991644730824,0.556319802902791,609,614.733346748637,"0",1,0,0,0
"No",0,860308,51448.5696426547,20.6394977981349,0.00580124661365532,586,660.277788419282,"0",1,0,0,0
"No",0,719593,25228.3444727755,22.3665673570595,0.193200171234535,697,720.02416774115,"0",1,0,0,1
"No",0,817880,68277.5121453617,8,0.462924784445681,625,776.006564511629,"0",1,0,1,0
"No",0,670440,32721.1918313468,8,0.187323630086062,532,675.596617071326,"0",1,0,1,0
"No",0,451062,3904.90509907538,16.2813449131704,0.536483085460015,606,755.868220597585,"0",1,0,0,1
"No",0,162128,57237.3672186603,18.6623155869219,0.473554963206868,655,789.514893665045,"0",1,0,0,0
"No",0,277476,16593.4734032357,9,0.238077961519995,557,584.366714724655,"0",1,0,1,0
"No",0,685466,53443.5427429224,15.9333612178375,0.306641333049277,657,482.615672795682,"0",1,0,0,0
"No",0,960134,33900.7348994973,28.2888864235217,0.172590182414063,626,670.887026231215,"0",1,0,0,1
"No",0,367805,37240.4201815645,9,0.18178508695666,646,552.400408601342,"0",1,0,1,0
"No",0,823354,26459.7914194975,5,0.445324397378204,564,659.98602338541,"0",1,0,1,1
"No",0,129546,42186.1852780839,21.1816034050538,0.624133972003144,572,673.44870070224,"0",1,0,0,0
"No",0,830851,15627.6054896974,28.5188248249335,0.167011377776114,668,569.123855784002,"0",1,0,0,0
"No",0,45165,26000.1430866481,6,0.92619588072638,535,666.437457738273,"0",1,0,1,0
"No",0,973995,58263.5630836483,7,0.184083890768159,615,686.566785254352,"0",1,0,1,0
"No",0,367909,41332.1129809601,22.103231051254,0.0742775535932884,649,604.024353125235,"0",1,0,0,0
"No",0,962398,64475.2375613476,17.7938561710169,0.470306116130214,571,621.307918756539,"0",1,0,0,1
"No",0,339338,103584.107881583,16.9401965431036,0.123873768815374,649,604.023899105331,"0",1,0,0,1
"No",0,985917,66592.2492371439,13.6792505439855,0.237885154244438,541,737.104188881444,"0",1,0,0,1
"No",0,25727,12106.3199819984,20.7941900393369,0.259868377382544,505,822.77095684833,"0",1,0,0,1
"No",0,894022,20306.5034614168,2,0.232686004420248,656,598.888316392595,"0",1,0,1,0
"No",0,317945,24603.831522212,19.9617827812444,0.32110229397889,662,507.719391003262,"0",1,0,0,1
"No",0,456166,10903.7689249652,18.0088590790118,0.381030402922541,506,743.205611863793,"0",1,0,0,1
"No",0,656047,51496.1590627309,10,0.279396706296848,572,488.363343459061,"0",1,0,1,1
"No",0,349247,85102.3758947352,1,0.585141800732969,672,836.981094624551,"0",1,0,1,0
"No",0,484924,467.501041108466,11.8808375353248,0.166307569344131,672,763.991027368199,"0",1,0,0,0
"No",0,274629,23983.1370633111,8,0.464737364481018,579,648.898952958435,"0",1,0,1,1
"No",0,471475,56191.0651037892,20.4476957811635,0.125137002855106,590,633.091364188615,"0",1,0,0,1
"No",0,871905,73111.5752700238,0,0.278868401470326,685,659.192523138828,"0",1,0,1,1
"No",0,154082,35109.1031019606,21.3284627724253,0.227486342039629,573,596.840819865614,"0",1,0,0,1
"No",0,421254,3558.42726551206,24.4183236622166,0.274065807743994,653,650.232924659074,"0",1,0,0,0
"No",0,589775,21432.5478146236,23.6638407119988,0.0561111752148544,553,670.845086750809,"0",1,0,0,1
"No",0,897760,19358.2903299236,2,0.290982649794351,651,529.158490314105,"0",1,0,1,1
"No",0,814044,84760.318479153,8,0.423569575324429,685,614.903616712637,"0",1,0,1,1
"No",0,616121,7522.94599986731,16.6952727775118,0.182899745682121,689,604.289423752168,"0",1,0,0,1
"No",0,209711,42477.6865212653,5,0.371548912699545,687,584.580994830328,"0",1,0,1,1
"No",0,533239,58477.9998560895,3,0.758567677787653,614,763.635410430926,"0",1,0,1,0
"No",0,843565,29964.3893758339,22.4814386511051,0.634168436839202,571,571.408301950709,"0",1,0,0,0
"No",0,155588,81342.472421994,25.4852465469738,0.0548597586434695,636,592.572705887392,"0",1,0,0,0
"No",0,135860,67023.7202406417,7,0.35347760459975,563,694.147863866138,"0",1,0,1,1
"No",0,706690,30727.2475614239,3,0.112069836724334,605,741.37018900524,"0",1,0,1,0
"No",0,894639,54989.4147236081,3,0.326569864637566,696,645.071120585994,"0",1,0,1,0
"No",0,78064,31535.8438621227,18.8594056110648,0.131637059968176,575,738.321322504453,"0",1,0,0,0
"No",0,734632,14093.9539791711,25.9486657603043,0.0772347875253109,554,666.362500710354,"0",1,0,0,1
"No",0,79411,32858.1878606734,3,0.364582622102965,517,824.499345336321,"0",1,0,1,1
"No",0,125466,43861.6125528341,18.6687095733979,0.106715379589347,699,759.071514418903,"0",1,0,0,0
"No",0,803694,7732.41742810913,24.1180797223376,0.452896391819552,520,699.726025013627,"0",1,0,0,0
"No",0,716218,15697.004254927,15.2464670707722,0.691871070027006,610,578.569968352454,"0",1,0,0,1
"No",0,789594,12529.7859228074,21.2316528972851,0.64873873038761,563,578.708377851598,"0",1,0,0,1
"No",0,439232,65496.1063727333,29.8557291209599,0.645133862750465,562,646.334373492383,"1",1,0,0,1
"No",0,701644,28796.0579789307,10,0.401255083615179,545,685.198302167243,"0",1,0,1,1
"No",0,628690,51666.0198956297,10.3749547999857,0.403445317913924,656,694.248584543239,"0",0,0,1,0
"No",0,610990,39162.5603072747,42.9132403480008,0.220714309271248,797,639.32612039782,"0",0,0,0,0
"No",0,616320,68362.605047923,48.6613596284878,0.227544738895352,638,731.871248348488,"0",0,0,0,0
"No",0,371796,66874.3282787996,55.1166763586064,0.546038556775165,846,673.551868470376,"0",0,0,0,1
"No",0,684015,41263.1048237423,5.60499326414007,0.306407748543252,820,638.115254677789,"0",0,0,1,1
"No",0,430928,10639.0440524484,5.71902931100385,0.608669699122288,804,731.745490473117,"0",0,0,1,1
"No",0,721686,1832.06734237164,8.88053029464963,0.135779533086771,724,817.410895790061,"0",0,0,1,1
"No",0,888108,25083.1202717214,3.88238206154009,0.446901777586734,630,772.899536661945,"0",0,0,1,0
"No",0,451670,80208.8512508508,65.8538703244051,0.329524749702536,676,605.181814652873,"0",0,0,0,1
"No",0,566242,14687.0073395047,48.4292657601673,0.22012431250589,757,564.140084278813,"0",0,0,0,1
"No",0,534313,2472.4591999538,5.981870157858,0.663998193537694,828,752.896454956326,"0",0,0,1,1
"No",0,716380,116161.065953525,4.26104176190352,0.374210790862495,746,610.810835533658,"0",0,0,1,1
"No",0,2210,61828.8051043809,47.2157878855555,0.106500763633665,740,739.468937369003,"0",0,0,0,0
"No",0,168354,222.295995754917,56.2967806267632,0.560362487605913,666,739.857719086719,"0",0,0,0,0
"No",0,286604,64113.3032965531,6.79832123918871,0.233518573193172,837,551.479205665231,"0",0,0,1,0
"No",0,863250,91113.8451797772,46.7239559001427,0.315175675046374,786,590.309124598446,"0",0,0,0,1
"No",0,243341,37052.2864463022,5.6991856318151,0.132198216065438,766,554.182666859613,"0",0,0,1,1
"No",0,128210,62951.1924145298,8.78923521020976,0.284956553530188,716,876.226460840874,"0",0,0,1,1
"No",0,612604,59710.7111228729,8.57895838997088,0.154100409171491,671,696.498578290831,"0",0,0,1,1
"No",0,205403,38476.5242596847,2.66236618361954,0.192051814874493,832,828.586931129979,"0",0,0,1,0
"No",0,555984,57618.1824755566,4.57598749301591,0.293209002138301,670,523.57820701237,"0",0,0,1,0
"No",0,354876,41656.0664473879,10.4288614087169,0.770900170510665,815,662.452405753776,"1",0,0,1,1
"No",0,104027,42379.5853380666,60.0269650557258,0.0232750007243989,811,650.55833110035,"0",0,0,0,0
"No",0,217657,11500.0719728052,7.80619002907778,0.121711128521558,839,635.315299923675,"0",0,0,1,1
"No",0,160058,83331.2705068642,54.7955095136613,0.131778404797192,641,724.628933508981,"0",0,0,0,0
"No",0,67309,44150.0376666062,55.2596541620895,0.884816549563963,657,582.206004189962,"1",0,0,0,0
"No",0,587196,35969.2560306182,43.5917931004545,0.509273960661219,744,577.613226218985,"0",0,0,0,1
"No",0,854732,19150.6170140487,54.2994482192922,0.0488397347268507,680,705.798323190665,"0",0,0,0,1
"No",0,877067,39365.732893985,49.7679403446626,0.107484882000683,701,654.336916973921,"0",0,0,0,1
"No",0,76681,115995.934739982,5.96929231856637,0.230982990397475,795,638.66605257769,"0",0,0,1,1
"No",0,847304,86720.9615840881,40.0042334168959,0.451556267389351,713,872.378535336311,"1",0,0,0,1
"No",0,237708,44700.6849044663,53.7503361608964,0.115124046425473,677,585.965521665478,"0",0,0,0,0
"No",0,972249,16331.7661022804,51.7020657344654,0.403536053730683,804,736.731694957195,"0",0,0,0,0
"No",0,732042,29307.1773725475,51.721548159352,0.160224525978112,625,681.620078461495,"0",0,0,0,1
"Yes",1,26680,92603.1800348854,56.7080907585235,0.74154924543572,849,625.330450193845,"1",0,0,0,1
"No",0,178902,48809.0741195752,2.66796038140971,0.103022661487799,846,844.0885243267,"0",0,0,1,1
"No",0,26231,23119.5221692408,43.9136657476536,0.343822789023705,749,840.063649735562,"0",0,0,0,1
"No",0,403080,1388.7589881445,43.394786054693,0.184957034029257,606,665.996182900506,"0",0,0,0,1
"No",0,173003,17942.2096767491,7.37397220746049,0.107280690903806,821,552.929630848897,"0",0,0,1,0
"No",0,944520,22201.1513527626,59.7207844198811,0.905677475749942,796,747.890003035789,"0",0,0,0,0
"No",0,519897,10747.2160326946,45.7938380569958,0.520154044712462,652,597.430146374178,"0",0,0,0,0
"No",0,444578,8749.97176052061,64.6301607830038,0.801166978851439,604,613.561272695058,"0",0,0,0,1
"No",0,625584,49892.4870526598,10.4198782430131,0.398850093337168,837,788.850360461545,"0",0,0,1,1
"No",0,578515,27982.6189249618,48.7482892319126,0.335018650949245,797,651.916922747538,"0",0,0,0,0
"No",0,95019,27033.7210601527,10.187421466961,0.182802029909132,641,741.867318286627,"0",0,0,1,1
"No",0,737794,34257.0700044485,7.26543555522608,0.0693103424510342,744,724.135911316558,"0",0,0,1,0
"No",0,815576,46084.7382225209,54.4490517997773,0.12858773699444,703,754.575513233927,"0",0,0,0,1
"No",0,71846,16776.2417705029,5.12413691389124,0.639249940085113,735,633.256770025455,"0",0,0,1,1
"No",0,657117,26647.5557584101,9.29320038836675,0.964503074616322,716,674.865278411058,"1",0,0,1,1
"No",0,267412,79735.7991690421,53.443143907348,0.0295712985190317,729,696.285119633775,"0",0,0,0,1
"No",0,884387,6159.14772664143,65.8538703244051,0.216917521587094,755,762.545709205598,"0",0,0,0,1
"No",0,415986,53377.8037802717,65.8538703244051,0.0534625675880409,771,607.750283711074,"0",0,0,0,1
"No",0,210802,68725.8689544292,59.6554173556001,0.650937434752954,829,558.357827113596,"0",0,0,0,1
"No",0,786632,2656.24333900013,6.83649791364615,0.641281212990034,619,430.043662014127,"0",0,0,1,0
"No",0,710984,25302.2058422935,8.60931178120179,0.112764397659469,731,637.312081118018,"0",0,0,1,1
"No",0,640779,5706.64193546973,56.9092398949094,0.482669329022935,601,674.889778039764,"0",0,0,0,1
"No",0,264079,4129.06343486775,46.6226417782396,0.120846064815517,793,573.6032522414,"0",0,0,0,0
"No",0,431188,55312.5844008299,9.86164353125301,0.157000066300644,693,546.269519532262,"0",0,0,1,0
"No",0,734305,69030.0668093265,5.16555385119168,0.421339382354899,814,653.680358057494,"0",0,0,1,0
"No",0,742264,47560.4393449931,62.5415944944268,0.457555894678755,787,626.447404410243,"0",0,0,0,1
"No",0,730073,25851.0479506442,7.68399204472916,0.0638893040001276,806,595.684289632661,"0",0,0,1,1
"No",0,611861,28328.0414286557,36.0920920041615,0.4135182834907,734,585.917504138603,"0",0,0,0,1
"No",0,410377,28413.7096955282,64.7198552159908,0.713605764106906,668,777.16032995842,"0",0,0,0,1
"No",0,544724,67054.067950288,52.9308729562896,0.44941824911748,632,582.953148710773,"0",0,0,0,1
"No",0,995729,57773.2744425708,6.45225563016733,0.331887245121559,813,575.435740520051,"0",0,0,1,0
"No",0,71246,3645.79125093673,23.3092180629951,0.564764100800866,658,611.753334167439,"0",0,0,0,1
"No",0,901706,2290.82948227113,9.896517817731,0.889898803909788,802,680.839126906243,"0",0,0,1,1
"No",0,715555,44563.5554725592,3.06380661003146,0.378621497445229,624,700.777423941291,"0",0,0,1,0
"No",0,497599,36846.5020810861,48.1482835972848,0.212679747139607,794,776.169007043785,"0",0,0,0,0
"No",0,379508,113904.981307161,60.6100382831851,0.160481198155791,696,696.299112530294,"0",0,0,0,0
"No",0,548943,19252.8784721902,6.35633275276742,0.371376258466042,623,685.583897006633,"0",0,0,1,1
"No",0,810812,65249.4072980065,5.91883329726974,0.151941874180305,745,653.416574764247,"0",0,0,1,0
"No",0,911379,35230.0986223564,9.40157722763271,0.199291422417685,776,585.062366950839,"0",0,0,1,0
"No",0,357755,24083.0877420955,36.2266190037988,0.542480700078931,713,666.418791992615,"0",0,0,0,1
"No",0,321046,30334.723987702,50.2900564367945,0.25974699550756,672,559.94871688647,"0",0,0,0,1
"No",0,721055,62611.0617157932,9.16955655975246,0.0991726703075098,690,684.059349100097,"0",0,0,1,0
"No",0,100813,34758.6998632843,3.43503061458788,0.705462269873951,826,610.222728139503,"0",0,0,1,0
"No",0,610080,493.417404558946,3.81459586618637,0.0771408291887064,787,758.876516214791,"0",0,0,1,1
"No",0,515162,28102.616196332,9.13104881020737,0.136892469013787,743,613.996638999634,"0",0,0,1,0
"No",0,376854,8447.69694528868,5.67863823003226,0.260814925860661,690,683.418366714414,"0",0,0,1,1
"No",0,672453,65755.5453709432,5.73190171308962,0.0356765053700323,802,547.150845596551,"0",0,0,1,1
"No",0,263583,21618.0937566112,37.3636035119796,0.0409938328806669,741,746.550664759428,"0",0,0,0,0
"No",0,34383,22949.8785367895,3.53931609473153,0.206165302138896,702,535.96472293636,"0",0,0,1,0
"No",0,944678,46495.1043962264,45.1426252966074,0.368458611422406,620,589.88428969081,"0",0,0,0,1
"No",0,548171,32148.6389044791,57.9549079183644,0.338501091064352,733,772.182743869468,"0",0,0,0,1
"No",0,369041,18238.4563022238,5.27754366741321,0.236835239986759,621,781.040875819625,"0",0,0,1,0
"No",0,56400,62831.2290621035,7.88433608649303,0.178178696058206,673,734.359761421432,"0",0,0,1,1
"No",0,402997,33970.7169679566,36.0546814255408,0.806214685491266,629,673.091456564428,"1",0,0,0,0
"No",0,541928,32347.0216512901,4.73290230030863,0.346641186938424,663,766.092545863875,"0",0,0,1,0
"No",0,11206,74183.4301248615,51.8745738978137,0.235613605777739,755,641.332924861955,"0",0,0,0,0
"No",0,138349,26397.4755662152,9.71403819045213,0.640595147800269,748,536.392544414145,"0",0,0,1,1
"No",0,885562,90135.9115519753,42.0420432088963,0.108034615711597,704,563.379661198722,"0",0,0,0,0
"No",0,244499,28967.8510549545,60.2893310306454,0.344062669819887,664,705.898830305912,"0",0,0,0,1
"No",0,240947,61515.5495565855,11.1714861312276,0.022389790983762,686,634.756670168657,"0",0,0,1,1
"No",0,750127,29841.6713486502,65.8538703244051,0.826296772878149,815,520.967168832724,"0",0,0,0,0
"No",0,731475,7909.85441870516,34.3316380083642,0.276384578136108,762,520.601074204718,"0",0,0,0,1
"No",0,788830,33763.2984642484,49.9360116733742,0.397170551590748,716,560.112164008284,"0",0,0,0,1
"No",0,690951,20525.8068511816,41.4220145685622,0.204132412543768,776,436.137612101061,"0",0,0,0,0
"No",0,346666,82011.9587909679,3.66740241952808,0.0778177225843304,752,679.647201363602,"0",0,0,1,1
"No",0,972459,72058.1009288722,55.0907234324992,0.142557754026943,759,428.056220704973,"0",0,0,0,0
"No",0,25748,46076.7998161186,46.6291001115509,0.226027231267942,616,646.446640173399,"0",0,0,0,0
"No",0,584261,50641.2020761213,34.6390593341791,0.175350621406801,729,704.866566619828,"0",0,0,0,0
"No",0,9193,22886.2884860124,9.76773511170344,0.193941252428835,706,641.663662349254,"0",0,0,1,0
"No",0,964450,55361.0692795764,5.59684443130171,0.176426854155934,657,699.61697960232,"0",0,0,1,0
